gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,is_new_customer,is_loyal_customer,tenure_group,avg_monthly_charge,high_monthly_charge,total_services,has_protection,has_support,is_monthly_contract,automatic_payment,risky_payment,family_size,senior_with_family,tenure_contract_interaction,charges_per_service
Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,0,1,4+yr,109.25530303030304,1,7,1,1,0,1,0,2,1,66,15.799999999999999
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,0,0,2-4yr,92.8375,1,5,1,1,1,0,1,1,1,0,18.7
Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,0,1,4+yr,64.27788461538461,0,4,1,0,0,1,0,0,0,104,15.8125
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1,0,0-1yr,44.4,0,1,0,0,1,0,0,0,0,0,44.4
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,0,0,1-2yr,19.916666666666668,0,1,0,0,1,0,0,0,0,0,20.05
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,0,1,4+yr,52.51060606060606,0,3,1,0,0,0,0,0,0,66,18.266666666666666
Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,0,0,2-4yr,79.29078947368421,1,3,1,0,1,0,1,1,0,0,26.483333333333334
Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,0,0,1-2yr,111.15,1,5,1,1,0,0,1,2,0,15,20.380000000000003
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,0,0,2-4yr,100.65652173913043,1,6,1,1,0,0,0,2,0,92,16.608333333333334
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.15,6643.5,0,1,4+yr,102.20769230769231,1,6,1,1,0,1,0,1,0,65,16.691666666666666
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,0,1,4+yr,28.110294117647058,0,2,0,0,0,1,0,1,0,136,12.9
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,0,0,1-2yr,102.65,1,4,0,1,1,0,1,2,0,0,24.25
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,1,0,0-1yr,105.825,1,5,0,1,1,0,1,0,0,0,19.7
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,0,0,2-4yr,20.651999999999997,0,1,0,0,0,1,0,0,0,25,19.5
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,1,0,0-1yr,25.16,0,2,0,0,0,1,0,0,0,20,12.85
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,0,1,4+yr,26.00277777777778,0,2,0,0,0,1,0,1,0,144,12.925
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,1,0,0-1yr,50.76666666666667,0,2,0,1,1,0,0,0,0,0,25.125
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,1,0,0-1yr,57.05,0,3,1,0,1,0,0,0,0,0,18.133333333333333
Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9,0,0,2-4yr,81.18157894736842,1,6,1,1,0,1,0,2,0,76,13.5
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,0,1,4+yr,111.49516129032257,1,6,0,1,0,1,0,1,0,124,17.933333333333334
Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,1,0,0-1yr,70.48181818181818,1,2,0,0,1,1,0,2,1,0,37.6
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,1,0,0-1yr,72.51666666666667,1,3,0,1,1,1,0,0,0,0,26.7
Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,0,1,4+yr,51.86224489795919,0,3,1,0,0,1,0,2,0,49,17.266666666666666
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,0,0,1-2yr,21.708823529411767,0,1,0,0,0,1,0,0,0,34,19.45
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,1,0,0-1yr,17.2,0,1,0,0,1,0,0,0,0,0,20.7
Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,1,0,0-1yr,54.625,0,2,0,1,1,1,0,0,0,0,25.1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,1,0,0-1yr,87.35000000000001,1,4,0,1,1,0,0,0,0,0,22.0875
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,1,0,0-1yr,84.72222222222223,1,3,0,0,1,0,1,0,0,0,28.150000000000002
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1724.15,0,1,4+yr,24.630714285714287,0,2,0,0,0,1,0,1,0,140,12.125
Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,3131.55,0,0,2-4yr,97.8609375,1,5,1,1,0,0,0,2,0,32,18.96
Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,0,0,1-2yr,71.54318181818182,1,2,1,0,1,1,0,2,0,0,37.5
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,272.0,0,0,1-2yr,19.428571428571427,0,1,0,0,0,0,0,2,0,14,19.5
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,1,0,0-1yr,95.025,1,4,0,1,1,1,0,2,0,0,22.5
Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.25,1728.2,0,1,4+yr,25.41470588235294,0,2,0,0,0,1,0,1,0,136,12.625
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,0,0,1-2yr,19.692857142857143,0,1,0,0,0,1,0,0,0,14,20.4
Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,1,0,0-1yr,84.25,1,4,1,0,1,0,1,0,0,0,22.7875
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,1,0,0-1yr,82.25,1,2,0,0,1,0,1,0,0,0,39.875
Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,0,0,2-4yr,97.76979166666666,1,5,1,1,0,0,1,1,0,48,19.41
Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,1,0,0-1yr,45.13333333333333,0,2,0,1,1,0,1,1,0,0,24.575
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,0,0,2-4yr,102.65813953488373,1,6,1,1,1,0,1,1,1,0,17.166666666666668
Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2680.15,0,0,2-4yr,74.44861111111112,1,6,1,1,0,0,0,0,0,36,12.591666666666667
Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,0,1,4+yr,101.67424242424242,1,5,1,1,1,0,1,0,0,0,19.9
Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.85,5305.05,0,1,4+yr,91.46637931034483,1,4,1,0,1,0,1,2,0,0,23.2125
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,0,0,1-2yr,94.33913043478262,1,4,1,0,1,1,0,0,0,0,22.5125
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,1,0,0-1yr,101.45,1,5,0,1,1,0,1,0,0,0,20.29
Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,0,0,1-2yr,20.163333333333334,0,1,0,0,0,1,0,0,0,15,20.1
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209.0,0,1,4+yr,101.53521126760563,1,6,1,1,0,1,0,2,0,142,16.7
Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,1,0,0-1yr,88.12916666666666,1,4,1,0,1,0,1,0,0,0,22.2875
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,1,0,0-1yr,45.05,0,1,0,0,1,0,0,0,0,0,45.05
Male,1,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,1,0,0-1yr,49.766666666666666,0,2,0,1,1,0,0,0,0,0,24.6
Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9,0,0,2-4yr,23.73,0,1,0,0,0,0,0,2,0,60,21.25
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,0,0,2-4yr,99.89428571428572,1,5,0,1,1,0,1,0,0,0,20.28
Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,0,1,4+yr,52.72959183673469,0,2,0,0,1,1,0,1,0,0,26.075
Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,0,1,4+yr,61.49426229508197,0,5,1,1,0,1,0,2,0,122,12.290000000000001
Female,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,0,1,4+yr,64.35571428571428,0,6,1,1,0,1,0,1,0,140,10.758333333333333
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,1,0,0-1yr,106.02000000000001,1,5,0,1,1,0,1,0,0,0,20.119999999999997
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,1851.45,0,1,4+yr,25.714583333333334,0,2,0,0,0,0,0,2,0,144,13.05
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,0,1,4+yr,55.247580645161285,0,3,1,1,0,1,0,2,0,62,18.25
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75,1,0,0-1yr,51.46875,0,1,0,0,1,0,1,2,0,0,45.45
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,1,0,0-1yr,87.225,1,2,0,0,1,0,1,0,0,0,39.975
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,0,1,4+yr,102.78163265306122,1,6,1,1,1,1,0,0,0,0,17.283333333333335
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,1,0,0-1yr,19.45,0,1,0,0,1,0,0,0,0,0,19.45
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,0,0,2-4yr,93.53399999999999,1,4,0,1,1,1,0,1,0,0,23.925
Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,0,1,4+yr,74.11597222222223,1,6,1,1,0,1,0,0,0,144,12.516666666666666
Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,0,0,2-4yr,48.85641025641026,0,3,0,1,1,1,0,0,0,0,16.883333333333333
Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,1,0,0-1yr,78.33333333333333,0,5,1,1,1,1,0,2,0,0,13.830000000000002
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,0,1,4+yr,107.92608695652173,1,6,1,1,1,0,1,2,0,0,17.325
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,294.9,0,0,1-2yr,18.43125,0,1,0,0,1,1,0,0,0,0,19.75
Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,1,0,0-1yr,36.2875,0,2,1,1,0,0,0,0,0,12,16.8
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,0,1,4+yr,66.8830985915493,0,5,1,1,0,1,0,2,0,71,13.37
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,198.1,1,0,0-1yr,16.508333333333333,0,1,0,0,1,1,0,2,0,0,19.4
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,0,1,4+yr,107.36901408450704,1,6,1,1,0,0,1,0,0,142,17.8
Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,0,0,2-4yr,55.654347826086955,0,4,1,1,0,0,0,2,0,46,14.225
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,0,1,4+yr,93.51388888888889,1,8,1,1,0,1,0,2,0,144,11.58125
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,0,0,1-2yr,81.07272727272726,1,2,0,0,0,1,0,0,0,22,38.0
Male,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.7,55.7,1,0,0-1yr,55.7,0,3,1,1,1,0,0,1,0,0,18.566666666666666
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,0,1,4+yr,118.65625,1,8,1,1,0,1,0,2,0,144,14.55
Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,0,0,2-4yr,24.303658536585367,0,2,0,0,1,1,0,0,0,0,12.625
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,0,1,4+yr,94.3433962264151,1,4,0,1,0,1,0,1,0,53,23.7125
Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,0,1,4+yr,107.07016129032259,1,5,1,0,0,1,0,2,0,124,20.23
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,1,0,0-1yr,87.4,1,4,0,0,1,0,1,0,0,0,24.0
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,0,1,4+yr,92.72536231884058,1,5,1,1,0,1,0,2,0,138,18.66
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,1,0,0-1yr,49.2375,0,1,0,0,1,0,0,0,0,0,45.3
Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,1,0,0-1yr,58.89444444444444,0,3,0,1,1,1,0,0,0,0,19.833333333333332
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,0,1,4+yr,72.63968253968254,1,6,1,1,0,0,1,0,0,63,11.916666666666666
Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,1,0,0-1yr,44.63,0,2,0,0,1,0,1,0,0,0,23.575
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,0,2-4yr,20.36951219512195,0,1,0,0,0,0,0,0,0,82,20.65
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,1,0,0-1yr,97.37,1,4,0,0,1,0,0,0,0,0,23.475
Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,1,0,0-1yr,90.825,1,4,0,1,1,1,0,1,1,0,23.875
Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,2018.4,0,0,2-4yr,61.163636363636364,0,4,1,1,0,0,0,1,0,66,15.2625
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,1,0,0-1yr,19.2,0,1,0,0,1,0,0,0,0,0,19.2
Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,0,1,4+yr,25.122549019607842,0,2,0,0,0,0,0,1,0,102,12.75
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,1,0,0-1yr,97.5625,1,5,0,1,1,0,1,0,0,0,20.27
Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,1,0,0-1yr,77.87857142857142,1,2,0,0,1,0,0,0,0,0,36.875
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,1,0,0-1yr,108.38,1,6,1,1,1,0,0,0,0,0,17.349999999999998
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,1,0,0-1yr,80.15,1,2,0,0,1,1,0,0,0,0,40.075
Female,0,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,0,0,1-2yr,47.02894736842105,0,2,0,0,0,1,0,0,0,19,22.425
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,0,0,2-4yr,100.43333333333334,1,5,1,0,1,0,1,0,0,0,19.830000000000002
Female,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,0,1,4+yr,54.04338235294117,0,3,1,1,0,1,0,0,0,68,18.150000000000002
Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,0,0,2-4yr,103.48717948717949,1,5,0,1,1,0,1,0,0,0,19.95
Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,0,0,1-2yr,81.15,1,3,1,0,1,0,1,0,0,0,26.733333333333334
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,0,1,4+yr,20.74652777777778,0,1,0,0,0,1,0,2,0,144,21.0
Male,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.2,256.6,1,0,0-1yr,36.65714285714286,0,2,1,0,1,0,0,1,0,0,17.1
Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,0,1,4+yr,24.375352112676058,0,2,0,0,0,1,0,1,0,142,12.225
Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,0,0,1-2yr,66.97142857142858,0,4,1,0,1,0,1,2,0,0,16.3625
Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,0,0,1-2yr,21.43409090909091,0,1,0,0,1,1,0,1,0,0,20.45
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,0,1,4+yr,117.17013888888889,1,8,1,1,0,1,0,0,0,144,14.66875
Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),91.6,4627.8,0,1,4+yr,88.99615384615385,1,5,1,1,0,1,0,1,0,104,18.32
Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,0,0,2-4yr,59.888571428571424,0,3,0,1,1,0,1,0,0,0,20.7
Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,0,1,4+yr,18.618,0,1,0,0,0,1,0,2,0,100,20.15
Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,0,1,4+yr,96.43947368421053,1,5,1,0,1,0,1,1,0,0,19.93
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),112.35,7388.45,0,1,4+yr,110.27537313432836,1,7,1,1,0,1,0,2,0,67,16.05
Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,1,0,0-1yr,72.33181818181818,1,3,1,1,1,1,0,0,0,0,26.5
Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,69.0,2441.7,0,0,2-4yr,69.76285714285714,0,5,1,1,0,0,1,1,0,35,13.8
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,1,0,0-1yr,73.55,1,2,0,0,1,0,1,1,1,0,36.775
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,0,0,2-4yr,68.73275862068965,1,2,0,0,1,0,1,0,0,0,37.1
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,0,2-4yr,20.4546875,0,1,0,0,0,1,0,0,0,32,20.55
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,0,1-2yr,51.1925,0,2,1,0,1,0,0,0,0,0,25.9
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,454.05,0,0,1-2yr,20.638636363636365,0,1,0,0,1,1,0,2,0,0,19.05
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,0,0,2-4yr,70.575,1,2,0,0,1,1,0,0,0,0,37.475
Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,0,0,1-2yr,59.31136363636363,0,4,0,1,0,1,0,0,0,44,14.1875
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.15,1940.85,0,1,4+yr,27.72642857142857,0,2,0,0,0,1,0,1,0,140,12.575
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,0,1,4+yr,81.76470588235294,1,7,1,1,0,1,0,2,0,136,12.185714285714285
